
0.0005826	0.0015345	0.0032648	0.0017968	0.0011327	0.0010138	0.0012358	0.0015814	0.0023156	0.0033231	0.0099827	0.019719	0.052282	0.11518	0.12991	0.10525	0.14334	0.28241	0.31153	0.55747	0.5377	0.49413	0.42527	0.36399	0.27563	0.21406	0.14996	0.068701	0.012535	0.0023522	0.00050291	0.00013838	4.4186e-05
0.0022632	0.0090549	0.040708	0.047983	0.069255	0.098384	0.11977	0.16981	0.31083	0.46114	0.94734	0.83935	0.89683	1	0.92794	0.87725	0.74845	0.63893	0.33715	0.32125	0.1676	0.082557	0.043512	0.029175	0.019359	0.013462	0.010043	0.0062015	0.0016749	0.00044468	0.00013311	3.9683e-05	1.7053e-05
0.010972	0.08325	0.41186	0.57035	0.71985	0.76168	0.8411	0.82581	0.78355	0.62952	0.68337	0.30674	0.14434	0.072663	0.041467	0.022853	0.010411	0.0064022	0.0032002	0.0032854	0.0022498	0.0014714	0.0012154	0.0011413	0.0013655	0.0017246	0.0019172	0.0011647	0.00023847	5.004e-05	1.6586e-05	9.5302e-06	8.494e-06

0.0012373	0.0030106	0.011758	0.025271	0.010475	0.0049324	0.0037963	0.0036845	0.005474	0.0078774	0.01422	0.033682	0.066095	0.12261	0.13197	0.10957	0.135	0.27359	0.43435	0.57273	0.58401	0.55905	0.4565	0.41415	0.31124	0.27841	0.19971	0.11555	0.020638	0.0060597	0.0017974	0.00047773	0.000199
0.001769	0.002598	0.012201	0.048114	0.06259	0.10033	0.1265	0.17166	0.31169	0.45374	0.624	0.83267	0.87769	1	0.89233	0.91122	0.74353	0.67042	0.5035	0.36099	0.20583	0.1099	0.054814	0.038684	0.025423	0.020145	0.015219	0.011671	0.0030243	0.0012578	0.00047442	0.00015524	8.7066e-05
0.0042219	0.014449	0.10198	0.4902	0.56697	0.68024	0.76452	0.77047	0.76653	0.63452	0.48636	0.35011	0.17535	0.092933	0.051083	0.031774	0.014149	0.0096536	0.0069416	0.0052074	0.0031756	0.0025481	0.0022039	0.0024109	0.0019002	0.0025228	0.0028168	0.0020036	0.00045075	0.00018058	0.00010512	8.9203e-05	8.1775e-05

0.0074301	0.0075795	0.0083043	0.0098831	0.010432	0.011028	0.01193	0.013319	0.01075	0.0071592	0.007603	0.0095502	0.013374	0.011634	0.010348	0.016463	0.1081	0.39461	0.5796	0.70646	0.65966	0.64128	0.48616	0.40497	0.32996	0.26965	0.19645	0.068429	0.015261	0.0062609	0.002577	0.00073993	0.00018341
0.041477	0.058	0.072545	0.10017	0.1198	0.16235	0.23092	0.36946	0.45982	0.50908	0.69947	0.84752	0.99131	0.99574	0.93826	0.88043	0.67937	0.57855	0.4181	0.29859	0.15914	0.083305	0.039898	0.025915	0.018503	0.012969	0.010731	0.0048377	0.0016101	0.00095847	0.00056323	0.00019049	7.9922e-05
0.26332	0.42981	0.53966	0.69805	0.77811	0.95757	0.97645	1	0.94768	0.84684	0.7179	0.49589	0.31392	0.17227	0.09118	0.041019	0.014928	0.0090299	0.0055769	0.0046034	0.0024248	0.0020683	0.0016975	0.0013351	0.0017914	0.0012195	0.0018138	0.00064544	0.00019937	0.00010163	6.6623e-05	2.6923e-05	3.7135e-05

0.00061338	0.00054295	0.0017657	0.0025753	0.0019556	0.0020464	0.0025927	0.0046451	0.0096604	0.013702	0.02004	0.03468	0.058077	0.1147	0.12768	0.11141	0.1335	0.24922	0.37219	0.50684	0.51487	0.49491	0.39493	0.36069	0.28328	0.23648	0.17385	0.13989	0.093123	0.027774	0.0050271	0.0012686	0.0005405
0.0022326	0.0025282	0.015147	0.039169	0.05659	0.070041	0.086096	0.18752	0.44622	0.63039	0.76014	0.93533	0.91804	1	0.86269	0.86491	0.7561	0.67191	0.52369	0.4122	0.24592	0.12807	0.05879	0.037918	0.024125	0.016853	0.011789	0.012027	0.011431	0.0048331	0.00118	0.00036413	0.00015703
0.0095762	0.019397	0.20048	0.63618	0.74402	0.8273	0.89143	0.86181	0.84141	0.72815	0.55543	0.42602	0.23653	0.14648	0.089427	0.065516	0.040818	0.031477	0.025019	0.020957	0.01404	0.0093475	0.0060651	0.0057769	0.0054316	0.0060976	0.0059716	0.0060196	0.004393	0.0014347	0.00028048	8.9175e-05	5.2324e-05

0.0047882	0.006503	0.014181	0.0090063	0.0072716	0.008399	0.012928	0.023407	0.042132	0.06015	0.079772	0.11068	0.1296	0.1528	0.17491	0.23995	0.27103	0.35363	0.59207	0.56519	0.50552	0.48372	0.40474	0.35005	0.26818	0.22628	0.17275	0.13367	0.060161	0.012976	0.0026525	0.00064602	0.00064602
0.0063344	0.01322	0.056945	0.072339	0.10335	0.12163	0.16863	0.33452	0.58549	0.72721	0.82791	0.94525	0.93856	1	0.91351	0.90129	0.74393	0.68775	0.65043	0.45765	0.29386	0.17488	0.10517	0.076	0.053159	0.042043	0.032367	0.029075	0.016249	0.0045584	0.0010866	0.00030439	0.00030439
